Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
128.83520102500916,5,5,10:42:07,10:44:16,"w-k5TcFdLJA, 92-l3kE6X60, RZSzYtoF94M, vXnysnZpFoc, zixgJssy2ns"
115.90332221984863,6,1,11:50:00,11:51:56,ie5oTaH3nAk
124.46612644195557,8,4,12:06:37,12:08:42,"EffFLgMzrp4, sN2Jjo7WdGY, znFm9GqQDLE, QbZ0lD2v5Tc"
55.56674098968506,7,0,12:38:12,12:39:07,
112.51302933692932,8,2,13:05:49,13:07:41,"9EM7IHwzSTw, gdSNuNY9AaE"
116.46770310401917,6,1,16:11:10,16:13:07,QNSnRlPBivU
112.09781050682068,5,2,17:09:30,17:11:22,"QOiYCKKeSwc, EmC74MX643E"
137.49556493759155,5,5,19:15:36,19:17:53,"5BUj4z3oHN0, wiD08NsCdrc, OJ_Rk4OQC7k, 8xCagw-r6Nw, ZMpjOMouesM"
54.49675250053406,4,0,19:33:03,19:33:57,
53.30610251426697,4,0,19:50:48,19:51:41,
99.43524527549744,5,2,20:01:57,20:03:36,"YBuVvBI0DXk, 8sjG3YlVoAg"
45.27968621253967,5,0,20:05:21,20:06:06,
44.70790338516235,4,0,20:16:00,20:16:45,
180.49089860916138,10,7,21:45:47,21:48:48,"JxgU0RSYSw0, 7n76dt5ZKks, jHWZnoBKxVg, bcUhphovmYI, xIw74rX8BjA, G0YXhTGVwCY, MCyYqllrsqg"
142.07475996017456,12,3,22:15:59,22:18:21,"qUygTdW6ZG8, -2GVHe7E7dE, thONRocIiJc"
135.23238968849182,11,4,23:09:50,23:12:05,"8JjjscSWLi0, pYl9ftYGYR8, pCErOEYqi7o, iOhKDv58l0k"
73.76318860054016,11,0,23:16:14,23:17:27,
73.7615077495575,10,0,23:20:24,23:21:38,
