Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
95.24466133117676,2,1,10:51:32,10:53:08,8fX_KzrrzcA
75.28642916679382,2,2,14:44:05,14:45:20,"Y4wOjaOQW58, mBlIvD2__pA"
80.23765587806702,3,3,17:04:51,17:06:12,"XskH3CP5zVw, f8D4QUt4ngk, 1BOXHc_IO7Y"
76.21097993850708,3,0,17:25:57,17:27:13,
149.45214295387268,7,5,18:05:57,18:08:27,"a7gn61qhWXg, mcz6HUvP9Kc, 5MScVw5x1Ik, _k3Kb2s8Oaw, RFJvdpKP0k0"
94.84715414047241,7,0,18:53:40,18:55:15,
99.78694462776184,7,2,19:13:42,19:15:22,"rRhLCP2ykig, sr4iFhvz5Ls"
102.99681043624878,6,3,20:10:25,20:12:08,"GAdVmI5M4Vc, YCm4T21dVu0, y8y3FIO6tv0"
124.60978746414185,10,7,21:10:25,21:12:29,"eVQTfw8Kn0o, zXadH28bSf8, kwSACBayuHs, qKCTUtPADeg, HXHKAK0_6O0, mgLue8LNiTM, HFrJVMekGJM"
153.33076930046082,16,6,22:05:27,22:08:01,"ZPe8s3C_rsM, AKcDjvnAozA, 44M3DBGaEXU, Rl1sKiq-sks, 20WVs6yLkUs, UARiaJrxGzc"
122.39958000183105,11,1,22:45:52,22:47:55,0cMLFA-dXUU
115.37087678909302,12,2,23:34:48,23:36:43,"F1QhOqV9Zmw, 4gjnuMHqUpA"
96.33132767677307,10,0,23:45:21,23:46:57,
