Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
28.060751914978027,1,1,07:54:48,07:55:16,52FJCmCee5Q,1.9517557621002197
24.07327127456665,1,0,08:31:48,08:32:13,52FJCmCee5Q,1.6758358478546143
24.82761263847351,1,0,08:43:09,08:43:34,52FJCmCee5Q,2.492705821990967
26.42574167251587,1,1,10:56:26,10:56:53,rKobGVM-I3U,2.45955753326416
26.27981448173523,1,1,15:35:59,15:36:25,W0fY08nlwg4,1.3265843391418457
22.1424298286438,3,2,17:07:19,17:07:41,"UVK74mo1fQQ,OfwwETzYVqw,W0fY08nlwg4",0.8921763896942139
38.9652156829834,7,4,18:20:53,18:21:32,"e3IL1RdyrGI,UVK74mo1fQQ,Ts2tUTuGPZ8,f5Ax4FmXfqY,Pw0lULFkadg,OfwwETzYVqw,yjUFUXDSbCs",0.8679070472717285
164.38407611846924,13,0,19:14:13,19:16:57,"zx3dSrleZ0Y,8D22f7KsdFE,7ticPEn9Njc,-E02OJdHic4,Pw0lULFkadg,f5Ax4FmXfqY,0SU0p9hdqrg,OSviQ0etZcU,Ts2tUTuGPZ8,69G424cBzms,GLVpenpCga8,yjUFUXDSbCs,l5jmkzxDESk",0.9442582130432129
73.98668193817139,17,14,20:27:25,20:28:39,"-wxDmHqSGqE,lzxVMRHQaqw,aY8V1iNvxMw,69G424cBzms,iJDZ8js9jGs,8D22f7KsdFE,f5Ax4FmXfqY,Ts2tUTuGPZ8,GLVpenpCga8,-E02OJdHic4,0SU0p9hdqrg,Pw0lULFkadg,l5jmkzxDESk,h6OOFmGg8Yg,ixOTvqnaYVU,s-IMpcx2rT8,r-AU-5TiBOQ",2.4795022010803223
51.34084510803223,13,3,21:04:21,21:05:12,"obLa76txmv4,UF-t-OuCG_M,p6D94aNR5So,Pw0lULFkadg,-wxDmHqSGqE,iJDZ8js9jGs,h6OOFmGg8Yg,0SU0p9hdqrg,aY8V1iNvxMw,f5Ax4FmXfqY,r-AU-5TiBOQ,ixOTvqnaYVU,lzxVMRHQaqw",1.4179913997650146
49.881046772003174,8,7,22:20:40,22:21:30,"MZbF-i8plI4,o3BXbxH-yu0,CXl5a2sa_5E,UF-t-OuCG_M,30Q4Z_18xVE,fiWdXnXw_zA,dbWBJ5IGIKI,Ha_YTHYyZ_8",1.1601920127868652
43.81117534637451,11,4,23:02:15,23:02:59,"CXl5a2sa_5E,pvbvoMFFxe4,MZbF-i8plI4,o3BXbxH-yu0,K6hE-r6JGFg,30Q4Z_18xVE,fiWdXnXw_zA,dbWBJ5IGIKI,1pHI0cP-Ojc,s1hSw0plOhw,Ha_YTHYyZ_8",0.7828142642974854
43.12145018577576,10,0,23:29:54,23:30:37,"o3BXbxH-yu0,CXl5a2sa_5E,K6hE-r6JGFg,pvbvoMFFxe4,MZbF-i8plI4,s1hSw0plOhw,30Q4Z_18xVE,1pHI0cP-Ojc,fiWdXnXw_zA,Ha_YTHYyZ_8",1.7754020690917969
