Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
114.9641523361206,12,2,00:12:26,00:14:21,"-3NzgaSKjzQ,THmgbnMkTXw,mOMHoDCkp5k,y7qkaLKVDz8,elbE2yreop4,n_PhFYhx0Gg,WxEVyPo8DJU,_scNOygKQ1g,dCt2xvNci-o,p7LiVj8tWmc,fOFrlM8pPNU,bwDtEwwWM0Y",37.03404521942139
55.303760290145874,2,2,09:53:19,09:54:14,"CgsVZsApRgk,LBpVThIosJo",35.65473222732544
79.12424564361572,3,2,11:56:10,11:57:29,"J5RbnXGEVk0,L8Q4PfhDIlA,CgsVZsApRgk",36.34570074081421
96.51897382736206,5,3,12:24:55,12:26:31,"J5RbnXGEVk0,L8Q4PfhDIlA,nOaQ05t8BtM,Lcw4m7lWTn0,5NL3dZ1BZbk",32.99294066429138
52.89944529533386,3,1,15:54:12,15:55:05,"J5RbnXGEVk0,L8Q4PfhDIlA,26DRlY4W0tw",32.18903946876526
57.08142590522766,4,2,16:20:42,16:21:39,"Tuv7v86CL1A,L8Q4PfhDIlA,RyjkBG1-1J8,26DRlY4W0tw",34.14098381996155
66.26614761352539,7,3,17:07:34,17:08:40,"F7JKUYv-MdM,Tuv7v86CL1A,A7o1fD5qz1s,L8Q4PfhDIlA,T8qQ1cxPxwE,RyjkBG1-1J8,26DRlY4W0tw",33.19056701660156
79.82811784744263,8,5,19:20:05,19:21:25,"wjZLsIAgwbg,A7o1fD5qz1s,0gcg-ixObSU,CLx2fQvWFC8,eXODeGZXkEs,3A4ToX_M5FQ,T8qQ1cxPxwE,DtUkLxEN_sY",37.266528367996216
133.26486706733704,18,10,20:06:18,20:08:31,"559A3V7YtGY,wjZLsIAgwbg,I-onvAW7TIs,2yOe-j0oI50,L5AmUNrqpiY,cvWu84KXx_U,8OHLlG2aQTs,zYaWWRmBdZw,A7o1fD5qz1s,0gcg-ixObSU,eXODeGZXkEs,i3yzTq-VJmc,xf8XTB2t3d0,8gfSis2G9sg,3A4ToX_M5FQ,T8qQ1cxPxwE,vBfrcyvgJgw,DtUkLxEN_sY",37.70250129699707
129.1751947402954,21,8,21:48:42,21:50:51,"559A3V7YtGY,0skVik-rf6E,I-onvAW7TIs,2yOe-j0oI50,L5AmUNrqpiY,cvWu84KXx_U,8OHLlG2aQTs,zYaWWRmBdZw,0gcg-ixObSU,eXODeGZXkEs,i3yzTq-VJmc,xf8XTB2t3d0,8gfSis2G9sg,dYfP9KEwfkc,uySUJRQHDPI,phNdu57QTQI,BgVFmYqpqcg,T8qQ1cxPxwE,bAH3npD3EvQ,WJZsdV2HomA,HXIZKYA53v0",41.66481304168701
263.5490553379059,26,6,22:30:40,22:35:03,"559A3V7YtGY,0skVik-rf6E,I-onvAW7TIs,2yOe-j0oI50,L5AmUNrqpiY,cvWu84KXx_U,Y3qCKXRSClU,8OHLlG2aQTs,zYaWWRmBdZw,qi4YmhcHa6U,0gcg-ixObSU,eXODeGZXkEs,l3s2tOJXHJY,i3yzTq-VJmc,xf8XTB2t3d0,8gfSis2G9sg,93Sy4lDSTnA,dYfP9KEwfkc,uySUJRQHDPI,K80aR9p625I,bn_DydG7B0k,phNdu57QTQI,BgVFmYqpqcg,bAH3npD3EvQ,WJZsdV2HomA,HXIZKYA53v0",33.24568510055542
98.1105170249939,15,1,23:01:02,23:02:40,"0skVik-rf6E,Y3qCKXRSClU,qi4YmhcHa6U,eXODeGZXkEs,l3s2tOJXHJY,93Sy4lDSTnA,dYfP9KEwfkc,uySUJRQHDPI,K80aR9p625I,bn_DydG7B0k,phNdu57QTQI,BgVFmYqpqcg,DOAgpEJvnx8,bAH3npD3EvQ,HXIZKYA53v0",38.5138578414917
97.82952070236206,14,0,23:17:24,23:19:02,"0skVik-rf6E,Y3qCKXRSClU,qi4YmhcHa6U,l3s2tOJXHJY,93Sy4lDSTnA,dYfP9KEwfkc,uySUJRQHDPI,K80aR9p625I,bn_DydG7B0k,phNdu57QTQI,BgVFmYqpqcg,DOAgpEJvnx8,bAH3npD3EvQ,HXIZKYA53v0",36.68716216087341
75.95863580703735,12,0,23:35:52,23:37:08,"0skVik-rf6E,Y3qCKXRSClU,qi4YmhcHa6U,l3s2tOJXHJY,93Sy4lDSTnA,dYfP9KEwfkc,uySUJRQHDPI,bn_DydG7B0k,phNdu57QTQI,BgVFmYqpqcg,DOAgpEJvnx8,HXIZKYA53v0",31.468565702438354
