Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
90.86663222312927,1,1,08:44:31,08:46:02,G8Byj4vFtHk
77.58773016929626,1,1,10:32:23,10:33:40,eJ5OuEhbNcE
54.038691997528076,0,0,11:00:00,11:00:54,
152.7997329235077,1,1,11:33:57,11:36:30,1Mm2VgxI-nA
118.62912034988403,2,2,12:51:49,12:53:47,"Bzww0PDcX4w, Sd2-0b-qpVo"
134.35852646827698,3,1,13:47:28,13:49:42,hcjnO7-Y2GI
173.5130000114441,6,3,14:44:14,14:47:07,"4Ds_OPjIHGI, LyNJuW5kOgk, 1S9GkxVSQ_s"
151.54207754135132,7,1,15:13:48,15:16:19,4j_5KxIsllg
144.22005128860474,4,2,17:28:27,17:30:51,"Rf5P2SyjvKo, JUgZ8feAFcE"
170.85359811782837,7,4,18:20:23,18:23:14,"lmguYfDIb_I, LtqPctZ8FbI, GoW19wG5I0c, 68c4BM5EKo0"
113.51110029220581,4,2,19:01:25,19:03:18,"kKqcQADSoIM, 9OXp-OR1aWE"
126.69568204879761,3,1,19:21:41,19:23:48,VMLjEUYLSy0
52.36351466178894,3,0,19:56:23,19:57:16,
115.78422999382019,5,3,20:01:55,20:03:51,"THFyqmOwO_k, ArlJDKtEyu8, gzYuX6DrwPE"
101.97408938407898,4,1,20:48:24,20:50:06,AUVJqs7OSPQ
234.9203712940216,10,7,21:28:25,21:32:20,"-_CgRjDesBM, uNfnpTRdTWE, rFr9X5l2mWo, oSrcIh-_4VE, BU7PzmthpP4, PYPEdr9FIS4, s0OnCYi8bes"
130.45763850212097,12,2,21:38:21,21:40:31,"-9--nYCgsqA, C5fhG2JvY7M"
190.2733120918274,16,7,22:22:30,22:25:40,"FmQiaGYjCBU, in6ZQVdHn70, MyZCXVOYtEU, nbYOQqxDnTU, lvwkecQ2ldk, 90bUqxfzwnE, o1zbhrul0tU"
130.78353595733643,13,2,23:16:10,23:18:21,"ziFq-n_rwQ8, Zvuhp33o--w"
58.559863805770874,8,0,23:55:24,23:56:23,
