Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
144.8613691329956,6,6,15:25:44,15:28:09,"mumJWDlj4Cs, SER6Rk0gyIQ, 9G9_dcjYN1E, i1EmRyVKu9U, T0MFrKxRdKo, YFqmSy23MP0"
50.14315438270569,5,0,15:54:37,15:55:27,
55.115822315216064,5,0,16:08:23,16:09:18,
117.39848232269287,7,2,16:40:34,16:42:32,"pyi7fAh4xck, IYpvL_uuJuk"
90.14217877388,7,1,17:02:53,17:04:23,vyUYybXWtak
106.20511484146118,7,1,17:36:17,17:38:03,uoc8WfsUYh8
106.86101818084717,8,2,18:16:13,18:18:00,"zlUNQf6x5tM, dgCdu_eIZJE"
116.81476926803589,8,2,19:01:54,19:03:51,"z18-qWrMDvQ, rS5MbE_2JI0"
173.63144445419312,22,9,19:23:51,19:26:44,"z18-qWrMDvQ, rS5MbE_2JI0, z18-qWrMDvQ, rS5MbE_2JI0, wyO3N-4nTUo, qYc6l-7Ks9Q, BYs1eEMx9CY, xphsJg5JIBc, Ct4zDYNgXxU, 4C88I-_kc9A, QWHZiSn_iXY"
201.75353932380676,34,9,19:46:44,19:50:06,"z18-qWrMDvQ, rS5MbE_2JI0, z18-qWrMDvQ, rS5MbE_2JI0, wyO3N-4nTUo, qYc6l-7Ks9Q, BYs1eEMx9CY, xphsJg5JIBc, Ct4zDYNgXxU, 4C88I-_kc9A, QWHZiSn_iXY, z18-qWrMDvQ, rS5MbE_2JI0, wyO3N-4nTUo, qYc6l-7Ks9Q, BYs1eEMx9CY, xphsJg5JIBc, Ct4zDYNgXxU, 4C88I-_kc9A, QWHZiSn_iXY"
129.2830765247345,10,2,20:54:58,20:57:07,"aZx0bTjCUcc, 2krD-uEkGAs"
194.543603181839,22,5,21:17:07,21:20:21,"aZx0bTjCUcc, 2krD-uEkGAs, aZx0bTjCUcc, 2krD-uEkGAs, 5R4TkJdZxwg, MCZ_V3lFXjo, 7KrnndfHaTo"
173.1993682384491,34,5,21:40:22,21:43:15,"aZx0bTjCUcc, 2krD-uEkGAs, aZx0bTjCUcc, 2krD-uEkGAs, 5R4TkJdZxwg, MCZ_V3lFXjo, 7KrnndfHaTo, aZx0bTjCUcc, 2krD-uEkGAs, 5R4TkJdZxwg, MCZ_V3lFXjo, 7KrnndfHaTo"
76.96519565582275,10,0,21:59:16,22:00:33,
115.9166750907898,21,2,22:20:33,22:22:29,"te5dao5hId4, G-3BV7FivKU"
120.03045654296875,30,3,22:42:29,22:44:29,"te5dao5hId4, G-3BV7FivKU, te5dao5hId4, G-3BV7FivKU, _NKDEtXcURk"
