Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
129.14366674423218,4,4,16:48:44,16:50:53,"7wcbYqQ1opM, p0zxnmewAjE, ctxYXWdnVhE, -jNv7kZul7w"
131.20237970352173,5,2,17:51:25,17:53:36,"3UCbxBzT8WA, 1H8yN9bLg98"
121.69673442840576,6,2,18:02:00,18:04:02,"LpkWFnRPd-M, h7Ju2i-PpMQ"
76.34682774543762,2,0,18:47:35,18:48:51,
141.86081099510193,6,4,19:10:56,19:13:18,"HHa-mcEjBk4, m7aOWCPe3Hg, qCXYy4aESr4, nHZZsT9sAJY"
62.906001329422,6,0,19:26:28,19:27:31,
68.74290156364441,6,0,19:30:57,19:32:06,
77.48539161682129,6,0,19:43:34,19:44:51,
171.99427461624146,9,8,20:25:26,20:28:18,"ZzK_AKdC13E, tVhW6R0s-P0, gRLpeZrj_MQ, aSDdkqpPsdE, egTpXCr0p9E, L-h_Lk8ThsY, ZKCSjixjI6c, Ttbg1zVucPE"
156.78671979904175,11,4,21:27:21,21:29:57,"l0F_KGomG8w, jHd7SPreuAQ, yH_AB8ra8-4, XkwF-rrC3WU"
144.06033182144165,13,5,22:17:02,22:19:26,"iYUiSuej5Vs, _FrT4mq7Rik, o0bk753hdYE, NHgO5V1BhDU, --dpr7MxQPQ"
89.62974905967712,12,0,22:44:41,22:46:10,
108.15971398353577,12,2,23:11:55,23:13:43,"uB53SJNuToA, siPts6VuPEs"
59.85056686401367,9,0,23:32:51,23:33:50,
66.20123982429504,10,0,23:34:29,23:35:35,
