Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
92.54643821716309,1,1,07:30:02,07:31:34,MV6Lsvw4PvM
203.28223967552185,4,3,10:03:35,10:06:58,"JGhaF8VXIpU, EhQlnDw2c_I, K-MkdpW6peo"
193.19388341903687,1,1,12:38:20,12:41:33,UD86Ly7gDBk
251.33748817443848,2,1,13:45:14,13:49:25,qRuLEk0TdPU
219.36049222946167,2,1,15:20:12,15:23:52,qA_UC1GVMy8
229.01296162605286,4,3,17:04:46,17:08:35,"iKVkn2lNW4Y, AEpUGPYNLK8, pLJUvxG_f3w"
179.37646746635437,3,1,18:10:02,18:13:01,1Egyc2GB_Ag
53.04992628097534,3,0,18:41:12,18:42:05,
121.83137059211731,4,2,19:17:59,19:20:01,"OK32imKMsk8, PxInJRcO9c4"
62.27973675727844,4,0,19:35:06,19:36:08,
133.24255228042603,3,3,20:39:32,20:41:45,"vpsdqgEi_JM, 1b8bMbKBqWo, F9sy6-2u8XE"
268.11980295181274,12,9,21:06:29,21:10:57,"PVlIP732UBM, RRfe5yZ8JNw, nW_iu41RoEQ, g2XpJkjkoFI, F0Yp7xH5W9Q, NCWFSqay1hk, CV5Q6mGE5qA, LDhNaeZuYuM, Mmco7TzjKpI"
172.4555218219757,14,6,22:02:27,22:05:19,"8qhduadHdtM, Zf0WqVnmvzs, Vbv1c5CQGU4, oSW2diqktPQ, 4dVCPZNVgqs, T_pXnp2-LY4"
135.96214890480042,10,3,23:09:05,23:11:21,"Ps2LXMaYC_s, kl7BJWlUgNo, ImiM9otQsN0"
