Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
228.27600765228271,6,6,13:03:09,13:06:57,"https://www.youtube.com/watch?v=lq0AWlWebzw, https://www.youtube.com/watch?v=hf3hZ-lBJMU, https://www.youtube.com/watch?v=XmyHd8YFDkw, https://www.youtube.com/watch?v=Tdg7ykTqbrU, https://www.youtube.com/watch?v=jfl4JJiE6yA, https://www.youtube.com/watch?v=MRi6a8Vj0Nw"
53.391372203826904,6,0,13:36:27,13:37:20,
84.70022630691528,4,0,14:10:11,14:11:35,
60.98926281929016,4,0,14:12:29,14:13:30,
69.7502281665802,4,0,14:17:49,14:18:58,
65.46838712692261,4,0,14:31:50,14:32:55,
95.33146119117737,6,3,16:37:34,16:39:09,"97I047Ub4vk, GvHa920DYno, fvvQRgGUIog"
46.34493565559387,6,0,16:43:45,16:44:32,
118.9235737323761,6,3,17:17:45,17:19:44,"cDM90_cj25U, f0tXGqTRcJQ, 6SxXv-sBIPU"
116.71251940727234,5,3,18:46:29,18:48:26,"vphSyRcVwrk, JLhFWpCuIg4, dKodvZ-ikQ0"
127.94995498657227,5,2,19:07:23,19:09:31,"A6JZBY3ubo4, J2-ifnUIbvQ"
98.12385153770447,6,1,19:28:12,19:29:50,xtrXggLbmIw
169.21798753738403,10,6,20:21:13,20:24:02,"oaScgaeWthg, pGdfRRUGbzI, glHcha0vVJk, fzzYGMXl7PQ, z83GjuWHQkg, DVazvD8MvlA"
76.79887747764587,9,0,20:39:54,20:41:11,
91.64869546890259,9,0,20:49:57,20:51:29,
250.267343044281,17,9,21:12:54,21:17:04,"cA2tXPwUn34, 5clHgQZJ3vY, XTcCafIsvJ4, HZ_t-qB4fKI, OXvZeCj3ut8, xzRagXWg3l8, KbVL-QPOMV8, zAKR4WfsSsk, lm4PrC14Hf8"
95.44508290290833,16,0,21:33:41,21:35:17,
169.77031326293945,15,4,22:14:22,22:17:12,"GG1auNklXsk, r--D7kUfOyw, 50WbfsU_yTU, aUBAYqvPIgs"
68.74582505226135,13,0,22:36:19,22:37:28,
102.1712965965271,10,2,23:50:31,23:52:13,"IwKG0EpBJl8, XCPiUoW8hSo"
