Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
118.08770775794983,10,2,00:08:51,00:10:49,"gfRipnXOrTo, FalSBI0TK4c"
108.76678967475891,2,2,08:45:50,08:47:39,"ZDH6SLom1R0, DtoPcFdbS2k"
93.64980006217957,3,1,09:11:08,09:12:42,fpPWRXNm4lM
95.11394786834717,4,1,09:30:40,09:32:15,gHuDd_myOUE
91.47553944587708,1,0,11:59:35,12:01:06,
48.17613482475281,1,0,12:41:06,12:41:54,
106.5093047618866,1,1,13:29:59,13:31:46,J6yd9EjLmyk
49.14250373840332,1,0,13:45:53,13:46:42,
105.99698638916016,2,1,14:10:27,14:12:13,nRhgZKw2fnA
171.05431365966797,8,7,19:10:22,19:13:13,"5VN72_x_aI8, FXuewXxMl4s, ygyv5kfPhAc, TIrQY21PQtc, WeSEiI4iXFA, 2DAeMf8PWxY, cGLjzlGR0gs"
117.0679988861084,7,1,19:37:17,19:39:14,G6z7zkbzdAQ
209.43666315078735,9,7,20:46:30,20:50:00,"S6_R3s5v0qY, xcPx-vFDtjE, B1wz3fvyJNA, aZhHsM4WpMc, fN4bM5RU2wY, zmh06FTnE1c, 3c_VKXnXBHw"
209.11282110214233,17,9,21:02:29,21:05:58,"EWl0t1G-RBs, x9xfV3vq9ak, ZK1GXnz-1Lw, 2AaCaCoRMB0, dcwrJeI7cVQ, zpYIlt6cCII, aGlQVQ8Tmbw, mu2ZPKtWMGY, _dC7X_7heL4"
125.25918173789978,17,1,21:17:07,21:19:13,YSLj7ETWMMM
114.98511910438538,17,1,21:37:26,21:39:21,j9xstJi9SRI
125.63991785049438,17,3,22:17:41,22:19:47,"Fqbq3RPXRB8, vytmuNoruq0, Ug_LDuFI_z0"
94.87387871742249,13,1,23:04:43,23:06:18,A1p22EzJEu8
