Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
27.674917697906494,2,2,06:22:00,06:22:28,"eA1RwCn45sg,5Pmid4VfFmM",7.2543110847473145
21.235618352890015,2,1,08:16:58,08:17:19,"kbLpYRMaxCc,5Pmid4VfFmM",4.651971817016602
27.820104598999023,3,1,09:14:19,09:14:47,"kbLpYRMaxCc,IF0Cfav09Yg,5Pmid4VfFmM",9.445216417312622
25.592219352722168,3,2,10:04:22,10:04:48,"KrXwc6D34n0,Y3KpgjJ5Ks8,kbLpYRMaxCc",7.293255567550659
16.830031394958496,1,0,12:42:34,12:42:51,kbLpYRMaxCc,3.4183833599090576
26.24133014678955,4,4,15:40:11,15:40:37,"DuXNSytgIV0,yBsWf9lYy2E,elL69QM7dRg,Wk8hG8ltEYo",2.679654359817505
37.709489583969116,7,6,17:46:15,17:46:53,"QgoTPA1bpgc,DuXNSytgIV0,dlLoxpkfJDg,uZpytP5URqg,DrtgRWIYJDs,elL69QM7dRg,aRdxHtDM-OA",2.6056900024414062
24.51706624031067,5,1,18:36:18,18:36:42,"DuXNSytgIV0,QgoTPA1bpgc,dlLoxpkfJDg,r1H6fExtq6E,elL69QM7dRg",0.9461805820465088
25.131994009017944,5,3,19:19:02,19:19:27,"QgoTPA1bpgc,DuXNSytgIV0,N72MkZx1lvo,H6S4Jr2oA2A,6kb28hQIJDY",1.0057432651519775
52.88720893859863,11,2,20:29:27,20:30:20,"QgoTPA1bpgc,IsF3opFiZEQ,zIMsNGbbB-Q,H6S4Jr2oA2A,N72MkZx1lvo,=""font-size,LujqKm3DcTo,6kb28hQIJDY,qGK8g5JtoiE,1LRruFmiIdA,vDOmR5KfwHc",1.037839412689209
59.65842151641846,12,3,21:03:46,21:04:45,"Du_gWOCd2L4,QgoTPA1bpgc,N72MkZx1lvo,_I0O6HzJRNY,3pHTE54gEyE,zIMsNGbbB-Q,=""font-size,IsF3opFiZEQ,1LRruFmiIdA,qGK8g5JtoiE,6kb28hQIJDY,H6S4Jr2oA2A",0.9793868064880371
40.21396732330322,10,3,21:25:34,21:26:14,"Du_gWOCd2L4,_I0O6HzJRNY,N72MkZx1lvo,zIMsNGbbB-Q,H6S4Jr2oA2A,qGK8g5JtoiE,3pHTE54gEyE,r6FX62uyAD4,1LRruFmiIdA,6kb28hQIJDY",2.008228302001953
54.613356828689575,14,5,22:01:44,22:02:39,"Du_gWOCd2L4,zNr8LIPupDs,_I0O6HzJRNY,PPIk5WyfOGE,3pHTE54gEyE,Fci6PnbyaxI,Bwpvm-axPS0,r6FX62uyAD4,VcYGuSR6zpM,zIMsNGbbB-Q,qGK8g5JtoiE,1LRruFmiIdA,N72MkZx1lvo,H6S4Jr2oA2A",0.9345846176147461
58.83952975273132,17,3,22:18:24,22:19:23,"Du_gWOCd2L4,zNr8LIPupDs,PPIk5WyfOGE,9dhzI5dLU2k,_I0O6HzJRNY,N72MkZx1lvo,3pHTE54gEyE,H6S4Jr2oA2A,r6FX62uyAD4,zIMsNGbbB-Q,0AAGcMXCux0,VcYGuSR6zpM,Bwpvm-axPS0,qGK8g5JtoiE,Fci6PnbyaxI,1LRruFmiIdA,o9Jz98-fiZA",1.1068100929260254
45.73510503768921,15,2,23:24:56,23:25:42,"Du_gWOCd2L4,zNr8LIPupDs,Bwpvm-axPS0,0AAGcMXCux0,PPIk5WyfOGE,N72MkZx1lvo,9dhzI5dLU2k,r6FX62uyAD4,7YuDddL8X18,yTdCHoH9hkU,VcYGuSR6zpM,zIMsNGbbB-Q,H6S4Jr2oA2A,o9Jz98-fiZA,1LRruFmiIdA",0.9573512077331543
