Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
186.60399293899536,1,0,11:14:38,11:17:45,
104.26382899284363,3,3,12:17:11,12:18:55,"vE8Nz5WAebs, Dix8iCDXumg, ixmmLBBgehw"
101.94350695610046,3,1,13:02:25,13:04:06,DmM3e8D2vRw
89.43560409545898,4,4,17:22:09,17:23:39,"iAl7acYA8uU, 0VriLRdtRXg, 1oPSp1T7QRE, -IDQMiRyNOU"
87.7949903011322,5,1,17:36:14,17:37:41,m-Hoa_fvYjQ
80.49806356430054,5,0,17:48:10,17:49:31,
99.24172687530518,6,4,18:54:58,18:56:37,"vM_UGD-3YyQ, 5bPnvJem9Eg, ISxT0LbQjEs, joq1AyDpM5g"
141.59663701057434,10,7,20:04:07,20:06:29,"f6ZtHsHHTvA, U3d-N_to71w, eDNOS5qFaUw, PtaI9wFW9oU, B2Otdmd7Fps, 4kRxBbqTezY, c3dGioEZgJ0"
96.98313021659851,7,2,20:50:41,20:52:18,"a8kIlqYLojM, QL2WtSjeRkY"
102.14485836029053,7,0,20:52:48,20:54:30,
192.0996470451355,15,7,21:04:47,21:07:59,"MkN88jkA4vk, qWfPu_c4JXM, xIxTMQNgQ3U, -NCFs971EEc, F5G4AcdL8kE, O6imGMAbqS4, i8Id8tQpBEY"
145.78693532943726,15,7,22:06:11,22:08:37,"KC_O8F8PXQA, 3LUoe_-zrv8, z6j6eFKJBvs, NCnhm7Q3E8s, 44gduMVIXO8, vxaQ87FoVIQ, TESku-8SsoM"
117.2876627445221,13,0,22:16:09,22:18:06,
146.90782761573792,13,1,22:29:38,22:32:05,C6wGUFGEYDc
224.8577229976654,13,1,23:18:14,23:21:59,DGQFCX4oFgA
