Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
93.60952162742615,2,1,04:48:29,04:50:03,5DnrgVt79gU
116.01810359954834,3,1,06:17:47,06:19:43,weaCgEkUD0U
129.20530009269714,5,3,08:36:26,08:38:36,"c8Qw4RMGexo, DYF24dvP_J0, 7Y5zu2NhvGU"
98.79344058036804,5,1,09:11:55,09:13:34,8GX0BM-_RRc
114.61744546890259,4,1,10:51:44,10:53:38,g8sMJmei1ig
152.18451046943665,6,3,11:29:49,11:32:22,"sRVpQ-zTcrc, JEVWiUhXO-Q, SoNFVyJkKik"
71.818026304245,6,0,11:51:37,11:52:49,
124.98787879943848,7,3,12:25:06,12:27:11,"KRVFwnkbT88, KKushcL0LEM, wIffdb9gmZs"
124.21429324150085,4,2,13:51:35,13:53:40,"SStQvFj42nw, wOTg7cvFfK8"
118.50381326675415,6,4,15:26:05,15:28:03,"7MTxQEAIG4A, Baj8Rl3zYP4, _P2LD942Pfo, f90jtGRGDqc"
233.9825575351715,14,13,17:44:09,17:48:03,"5WMoMoQwrWo, EiHu9OHbUhc, V0mVtwt59h4, N8p2fpOXVNQ, 7WXlNxnmptQ, aCau4w0ZFJ0, sykIprztetM, xjzc92Mg5bY, yNE40e66LwU, pA3kuG5PQ7o, PDmfp9q0QzE, OFN0f7EqZgc, G4o0k5GEe-s"
145.3232626914978,14,1,18:26:23,18:28:49,68W3PbKnotU
140.4431643486023,11,1,19:02:08,19:04:29,nb8fsoN8Wvo
55.082417249679565,9,0,19:30:03,19:30:58,
225.55774855613708,10,10,22:24:20,22:28:05,"gBD3r_cto6o, 3TwNSwkE2zM, eX6Om4LPeZM, rWJLkFGalvA, 0duhL_IHdOw, qtFEn-J098c, 7Aaaxp_J8mI, KyfOtiCwpQM, usQtq78O06U, bvtn16n9iEY"
144.453280210495,13,5,23:13:44,23:16:08,"UWGrDHIsPjE, W3mTgS3JPTY, 5W8gW8JQ614, BSyQOpLKcb0, E0OSXemn54Q"
