Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
180.99838638305664,11,2,00:14:49,00:17:50,"azgX8qJhhnw, ejeGPrAHlQ8"
67.55465126037598,10,0,00:49:13,00:50:21,
136.3576123714447,4,4,13:01:51,13:04:07,"yAtETXrwGmo, nvZcIGnCSrs, SkobYeCw6Co, F3aOJETi5uE"
66.108957529068,4,0,13:48:04,13:49:10,
98.27264714241028,4,1,14:04:13,14:05:51,jKmXCdArc7I
55.96988105773926,3,0,14:39:54,14:40:50,
97.47445559501648,2,1,16:30:43,16:32:21,iKm6mdE7Lsc
75.34984755516052,2,0,16:56:55,16:58:11,
99.37633919715881,4,2,17:07:26,17:09:05,"bcnx02mNVCM, Fn7RADciARM"
85.35944080352783,4,1,17:59:50,18:01:15,QdNcvoYm0_k
101.61578559875488,10,3,18:06:15,18:07:57,"QdNcvoYm0_k, QdNcvoYm0_k, 9Ur1dFz76S0, dtO5XDA4eLo"
131.7076072692871,16,3,18:12:57,18:15:09,"QdNcvoYm0_k, QdNcvoYm0_k, 9Ur1dFz76S0, dtO5XDA4eLo, QdNcvoYm0_k, 9Ur1dFz76S0, dtO5XDA4eLo"
52.17701292037964,4,0,18:54:42,18:55:34,
