Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
114.03506016731262,2,2,08:52:19,08:54:13,"z6k6wDktBvo, IC_zuFwz0q8"
142.43452787399292,4,2,09:21:15,09:23:38,"HmjJwlgfrCY, hkCqEM7thM4"
140.253972530365,4,2,10:38:43,10:41:03,"cdV30fgsP4Q, tyBJCan4m5g"
136.63838386535645,4,1,11:07:06,11:09:23,3nq6w4JVaZY
233.99110746383667,5,2,12:14:41,12:18:35,"r2CEsUU9raE, 1V1064x8juE"
136.69461822509766,5,2,14:35:38,14:37:55,"1PsOZve2fQ4, DVEhLztrsiE"
73.74861598014832,4,0,15:51:17,15:52:31,
121.48943758010864,5,1,16:48:21,16:50:22,NevzNZS_2JM
131.8421928882599,7,2,17:15:53,17:18:05,"bRXQwAGNCso, zp8nRucvXMw"
114.63665437698364,7,1,17:35:17,17:37:12,rA7gLzKNs8I
70.7539222240448,7,0,17:40:09,17:41:19,
126.56430530548096,7,2,18:14:38,18:16:45,"yGCKJTXOttA, 0Jq1WBuwcfI"
84.23957061767578,6,0,18:27:24,18:28:48,
156.825443983078,8,4,19:28:43,19:31:20,"IPIGKLsF7S4, yXz5peiyn1I, E_rheF_mey4, vGgJt0zvuQE"
82.44158291816711,8,0,19:43:24,19:44:47,
221.04027795791626,16,13,21:17:17,21:20:58,"_LqUCc4Agek, _mggdfxxEmQ, FRzt7niKENM, bx-Dcfogl54, SaLmUHo0J4c, 9IbNI6NQ2NQ, -RJ8025-z0Q, WpTbVFxJg3E, 2-LI95UyK_4, OLmoUIlORrc, sqLjL14I0d0, gLX1mo3qkuw, EF4hIAHh9DM"
101.21837854385376,15,1,21:30:34,21:32:15,oM84VeXJTQA
