Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
96.00668811798096,1,1,08:04:50,08:06:26,Qs6RXCGD_MI
166.80458903312683,2,1,08:22:03,08:24:50,wWXnDvkZF8I
108.50047445297241,3,1,09:28:44,09:30:33,6VNDKoH90Dg
125.77327752113342,3,2,10:49:03,10:51:08,"rD2eOy0BoMY, oOPn63RRe40"
50.91302156448364,1,0,11:50:10,11:51:00,
153.25044417381287,3,3,14:18:27,14:21:01,"gdcVFVMUy4A, zxp2khzyjKk, q3Z0wCY5bbg"
54.914549827575684,3,0,14:32:40,14:33:34,
49.55035972595215,2,0,15:25:42,15:26:32,
89.59337711334229,3,1,16:31:32,16:33:02,ZHzODwrgRAM
118.26908278465271,4,4,18:04:24,18:06:22,"sfsI3b4zX6U, bbZzOHMxZe4, o7WrlYAK7NQ, GOzC3Q8MAKI"
95.37425398826599,5,1,18:16:31,18:18:07,mhbYAtpjPCU
156.52137184143066,9,3,19:01:17,19:03:54,"YAyOeOCl4oo, rHbTBYxK0O0, 5dMVn3b1Tes"
103.77591395378113,9,1,19:04:34,19:06:18,MWTBYqzJ_Po
104.3187735080719,7,1,19:53:20,19:55:05,OyFPs9SYnOg
148.90248560905457,10,4,20:04:25,20:06:54,"lcEQrE03_nQ, PcQPBC6Rlg4, GhXM01QS1_I, f59J-I4NbIc"
105.15232944488525,9,1,20:35:57,20:37:42,1H29vZnCZTo
135.35084080696106,12,3,21:02:57,21:05:12,"8t4UljPlVeE, efcesf8hq68, BhAzpmqWTvU"
65.64998865127563,12,0,21:11:22,21:12:28,
149.0633361339569,11,5,22:10:29,22:12:58,"0eTQkv3blAA, ClWz7aU8Kuk, lxEaNcUkolo, jlpaJPhU2yM, KA5dY4g9mrs"
77.67866206169128,11,0,22:13:28,22:14:46,
97.00001931190491,10,1,22:35:13,22:36:50,BzGRIUbQR9E
138.4629864692688,12,4,23:06:58,23:09:16,"G6EXexaGhyA, UMJBDqrnNsE, RdTHHu_Uj2U, ZBzhn6vBR8A"
