Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
157.79555797576904,5,5,12:24:07,12:26:45,"10V-1piTUdw, DgYgsCmkqh8, _akW0vKve24, n-IxRl1t5FQ, OTABnvMjaNg"
119.05266070365906,4,3,14:46:31,14:48:30,"GtYLOtwQmgc, g9pegmhQo7M, kcGhMnL2l2c"
124.81879663467407,4,1,16:03:54,16:05:59,VrPW4_gJx3Q
139.950786113739,7,5,18:02:44,18:05:04,"Ps3FGsjeNNo, i36pdW1cmFM, QcVlkmq-7z4, oD1MAwlhUJk, EGhJY4itIy0"
60.324931383132935,6,0,18:19:26,18:20:26,
53.87704253196716,3,0,19:10:19,19:11:13,
147.1602509021759,4,1,19:16:16,19:18:43,tNpd1gT1J_g
61.133415937423706,4,0,19:32:14,19:33:15,
127.80553269386292,7,4,20:09:02,20:11:10,"f-cmhr7qqgw, Jzw6ZZUJQ7E, 6jn6uwIyr6s, QTMLCd4mNJ0"
158.48807525634766,12,6,21:07:13,21:09:52,"zsTfv-xiDz0, Ezs9kJI8f90, TBYYlvQhdkU, hFuQjD7oCkk, CI9TSnyXoyc, 45jUtX-GGzM"
65.00938010215759,11,0,21:33:58,21:35:03,
132.49790906906128,11,1,21:46:31,21:48:43,27VfeqvADR4
120.11596441268921,8,4,23:27:32,23:29:32,"FRp1JECW-zg, uryelR5u9PQ, wlxh5Y6mvI8, vY02lEE2fAA"
