Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
96.7832305431366,2,2,09:38:42,09:40:18,"Y5t-sNYgxDg, nf2DLKrB75A"
57.726614475250244,0,,15:54:10,15:55:07,
42.59826159477234,0,,15:55:25,15:56:08,
103.38799738883972,3,3,17:30:18,17:32:01,"fZFrkKYBXpc, w2s6AqYf620, vMZrmVZryHY"
114.66931343078613,6,3,18:13:43,18:15:37,"9cFjZsxXrOw, 0Nz294ElMqw, J-5I1kebOfU"
91.74984860420227,4,0,18:55:49,18:57:21,
82.46954822540283,4,1,19:01:38,19:03:00,2EEG5E7Psu8
83.0788459777832,5,1,19:04:10,19:05:33,vPOXER2LZXQ
102.75709676742554,5,0,19:06:27,19:08:09,
92.73441648483276,5,1,19:35:56,19:37:29,m1IAlemdGDk
135.85059070587158,3,2,20:26:04,20:28:20,"1Ts7X3vtYgQ, dHR9WFFFnwA"
107.61757206916809,12,3,21:13:12,21:15:00,"OPrh4Wu9TmU, b4APs0NE1f0, FLaGc_u7A7Q"
109.37944889068604,6,4,22:04:13,22:06:02,"CAbEy8xAKSE, lFUXNby9svA, lrv0YvsKXLg, SylBUgfZCoU"
151.02307295799255,7,2,22:32:17,22:34:48,"rPKcmD1QIds, gsIIjgPII98"
