Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
48.29860162734985,15,2,00:06:46,00:07:35,"K8V_SP5iulw,kR9mSvUyfkY,w9cRv0cdR4w,GGgHtn_1Gxs,4lAZUuNY7VQ,O5pRBOkriyA,3WOuuYAUubI,r0K7lRSfPDw,0nnalTsRP1c,-ZYS4EjHXmQ,AF69g8Ds7QY,vUxtqY0qtSk,EdYmvM0u3_4,pso9CTi7Auo,7IxckUagL7E",0.8422491550445557
21.946919202804565,2,1,13:04:39,13:05:01,"Y2x6Af51J4w,_0PoX10EpWg",3.8444511890411377
17.370701789855957,2,0,15:32:57,15:33:14,"_0PoX10EpWg,Y2x6Af51J4w",2.963693857192993
20.289132118225098,3,1,16:11:29,16:11:49,"_0PoX10EpWg,plBvNDaAQiI,Y2x6Af51J4w",4.29302716255188
32.86564040184021,4,3,17:09:20,17:09:53,"nzlqaQdSM7U,plBvNDaAQiI,C8KE03f6c08,UoUyyTlvCL8",8.577303647994995
23.24103856086731,4,3,19:06:35,19:06:58,"2lC3prJYbOQ,Xven_H-sFzE,evicpaZyaLM,lEngMl7YwJQ",2.320777654647827
28.607343912124634,5,3,20:14:54,20:15:22,"evicpaZyaLM,yJvFn_7fL2k,hwuiAfQpKNQ,GvZNhAUrwl8,lEngMl7YwJQ",5.573991060256958
39.48982262611389,7,4,21:12:24,21:13:03,"yJvFn_7fL2k,sHVtY_C6Vh0,hwuiAfQpKNQ,6-SdTzV2OH4,A1KM5JFXJuQ,GvZNhAUrwl8,pcpVmdvLGlk",9.282505512237549
33.665520429611206,8,3,21:46:37,21:47:11,"A1KM5JFXJuQ,sHVtY_C6Vh0,yJvFn_7fL2k,pcpVmdvLGlk,j9_hMWTyKI4,6-SdTzV2OH4,fipHS5ze6gU,hwuiAfQpKNQ",2.989628553390503
39.72464466094971,10,4,22:17:22,22:18:02,"j9_hMWTyKI4,ZtRcEvcs1c0,fipHS5ze6gU,A1KM5JFXJuQ,sHVtY_C6Vh0,1NxRKQjDLo4,yJvFn_7fL2k,pcpVmdvLGlk,RIY_PRDSwBM,6-SdTzV2OH4",1.086362600326538
45.38929510116577,9,0,22:42:00,22:42:46,"j9_hMWTyKI4,1NxRKQjDLo4,ZtRcEvcs1c0,A1KM5JFXJuQ,yJvFn_7fL2k,fipHS5ze6gU,=""font-size,RIY_PRDSwBM,6-SdTzV2OH4",0.93133544921875
42.22088837623596,9,0,22:48:26,22:49:09,"ZtRcEvcs1c0,j9_hMWTyKI4,fipHS5ze6gU,yJvFn_7fL2k,1NxRKQjDLo4,RIY_PRDSwBM,6-SdTzV2OH4,A1KM5JFXJuQ,=""font-size",0.8971245288848877
48.194988489151,11,2,23:37:27,23:38:15,"A1KM5JFXJuQ,1NxRKQjDLo4,ZtRcEvcs1c0,PTIZ7iZUMIE,yJvFn_7fL2k,RIY_PRDSwBM,=""font-size,fipHS5ze6gU,6-SdTzV2OH4,vs2T1rbEwvw,yuk9tQ3FS4k",1.019747018814087
