Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
99.79204320907593,4,2,14:16:52,14:18:32,"https://www.youtube.com/watch?v=8iVr3IUh8eM, https://www.youtube.com/watch?v=5TavFwa_Exw"
49.04232668876648,3,0,15:57:30,15:58:19,
84.78044486045837,2,1,16:40:45,16:42:10,https://www.youtube.com/watch?v=wDm8qMBMf3s
141.60918402671814,3,2,17:01:27,17:03:49,"https://www.youtube.com/watch?v=klUYPKFLkwI, https://www.youtube.com/watch?v=32bDLPVqKBI"
163.76914954185486,7,4,18:20:18,18:23:02,"https://www.youtube.com/watch?v=ZghCOLYMgGg, https://www.youtube.com/watch?v=j_mmpXhDqW8, https://www.youtube.com/watch?v=16uKOYZKDOg, https://www.youtube.com/watch?v=M4R3EeCOYBQ"
71.0338864326477,6,0,18:31:00,18:32:11,
104.2431788444519,6,2,19:33:51,19:35:36,"https://www.youtube.com/watch?v=6YAEepl5j3c, https://www.youtube.com/watch?v=biui9_Qh8uY"
166.76147270202637,9,7,20:03:57,20:06:44,"https://www.youtube.com/watch?v=MjRHork4U3M, https://www.youtube.com/watch?v=oyPO8yojCv8, https://www.youtube.com/watch?v=Ear_hDih7kw, https://www.youtube.com/watch?v=eYw6oWRTM2U, https://www.youtube.com/watch?v=M2sL4cqf9ME, https://www.youtube.com/watch?v=L1MeIa9uUf4, https://www.youtube.com/watch?v=reNSWO048Rk"
75.86528420448303,9,0,20:42:08,20:43:24,
183.1889567375183,11,4,21:16:48,21:19:52,"https://www.youtube.com/watch?v=oIvvuBQvrzk, https://www.youtube.com/watch?v=GJsYspe2200, https://www.youtube.com/watch?v=Z45VP58oVW4, https://www.youtube.com/watch?v=3Z_u1jMagf4"
78.38037896156311,7,0,21:54:37,21:55:56,
123.63303256034851,8,3,22:20:25,22:22:28,"https://www.youtube.com/watch?v=RtNh2VNJm-I, https://www.youtube.com/watch?v=RhCItoGrlKY, https://www.youtube.com/watch?v=0Zqgus2O6II"
153.90393543243408,9,2,23:11:34,23:14:08,"https://www.youtube.com/watch?v=6-lJ8SMUJWw, https://www.youtube.com/watch?v=RWjpn6RaAcg"
