Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
61.363521099090576,3,3,09:03:00,09:04:01,"A5GqWK4RlzU,TBDIL4hrb_Y,aXs8L1wQpX4",34.33836793899536
67.7935585975647,2,1,09:55:19,09:56:27,"A5GqWK4RlzU,C0RaIFdt9So",35.69425821304321
64.80366396903992,3,2,11:50:29,11:51:34,"cS-p7qaayGE,A5GqWK4RlzU,SJtutOtPiCA",32.69021558761597
46.342257499694824,2,1,14:30:57,14:31:43,"cS-p7qaayGE,2DMWG9b-jdw",30.25637173652649
50.424081563949585,2,2,15:49:55,15:50:46,"8qblczbIMt0,YHkJkvoR4vQ",33.08625817298889
57.73384189605713,6,5,18:01:02,18:02:00,"8qblczbIMt0,AziCfrb-ZI8,61w1MkKgHQY,4FyvZYS0Id0,L-1tBPbbaXI,nvx0r_aszI8",29.521697282791138
74.74776697158813,10,5,19:10:13,19:11:28,"-xJDNSwdXqQ,AziCfrb-ZI8,eCk6rDLSBvs,61w1MkKgHQY,p0FgrsWUQhI,fRDMUZPpl9U,rvJzFZT6iE8,4FyvZYS0Id0,L-1tBPbbaXI,nvx0r_aszI8",34.95472955703735
32.01906871795654,10,0,19:13:04,19:13:36,"-xJDNSwdXqQ,AziCfrb-ZI8,eCk6rDLSBvs,61w1MkKgHQY,p0FgrsWUQhI,fRDMUZPpl9U,rvJzFZT6iE8,4FyvZYS0Id0,L-1tBPbbaXI,nvx0r_aszI8",33.03796601295471
73.43738913536072,20,0,19:13:04,19:14:18,"-xJDNSwdXqQ,AziCfrb-ZI8,eCk6rDLSBvs,61w1MkKgHQY,p0FgrsWUQhI,fRDMUZPpl9U,rvJzFZT6iE8,4FyvZYS0Id0,L-1tBPbbaXI,nvx0r_aszI8",36.15941858291626
80.3092246055603,14,6,20:04:05,20:05:25,"LbDEshtdNgo,-xJDNSwdXqQ,AziCfrb-ZI8,Q3KtZEwQLnA,eCk6rDLSBvs,p0FgrsWUQhI,UyFxbHho6Ic,lGgk6RpbGFE,fRDMUZPpl9U,VsiVU3myM6o,rqEjDhASDOk,4FyvZYS0Id0,L-1tBPbbaXI,nvx0r_aszI8",31.690078735351562
79.09103727340698,13,2,20:30:50,20:32:09,"LbDEshtdNgo,-xJDNSwdXqQ,AziCfrb-ZI8,Q3KtZEwQLnA,eCk6rDLSBvs,p0FgrsWUQhI,UyFxbHho6Ic,lGgk6RpbGFE,fRDMUZPpl9U,VsiVU3myM6o,Ob9TciBIwA8,aOXCcF2M_VI,4FyvZYS0Id0",37.98259162902832
91.33422780036926,14,6,21:08:52,21:10:23,"LbDEshtdNgo,-xJDNSwdXqQ,kQt2-Euqo1k,vUNP_KXq1So,UyFxbHho6Ic,lGgk6RpbGFE,bJGH2BfSQ1w,fRDMUZPpl9U,VsiVU3myM6o,ygau4NUYf-k,aOXCcF2M_VI,4FyvZYS0Id0,PtL-NSBhSgQ,AqP4GrZvb4Y",42.50804376602173
90.37297415733337,16,7,22:26:03,22:27:34,"kQt2-Euqo1k,tePpAaBZmAQ,vUNP_KXq1So,cPu62XQMFus,lGgk6RpbGFE,bJGH2BfSQ1w,Y3d5lyPt3LI,VsiVU3myM6o,g9-qJ7x9NE8,WpePKiZtlMY,aOXCcF2M_VI,4FyvZYS0Id0,PtL-NSBhSgQ,XMEWmmrF2iI,AqP4GrZvb4Y,JGa-lkIeXYI",32.194740772247314
94.78495240211487,14,3,23:04:27,23:06:02,"bDp5LVNENr0,kQt2-Euqo1k,tePpAaBZmAQ,vUNP_KXq1So,cPu62XQMFus,bJGH2BfSQ1w,Y3d5lyPt3LI,g9-qJ7x9NE8,WnaH1L1cg1k,aOXCcF2M_VI,4FyvZYS0Id0,XMEWmmrF2iI,ze8rr3QRo9Y,AqP4GrZvb4Y",29.29435157775879
103.63170313835144,12,0,23:28:43,23:30:27,"bDp5LVNENr0,kQt2-Euqo1k,tePpAaBZmAQ,vUNP_KXq1So,cPu62XQMFus,bJGH2BfSQ1w,Y3d5lyPt3LI,g9-qJ7x9NE8,aOXCcF2M_VI,4FyvZYS0Id0,ze8rr3QRo9Y,AqP4GrZvb4Y",32.18505668640137
