Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
104.48250937461853,5,4,11:32:28,11:34:13,"-PGS7q5euwo, Jpeu86Cg5-U, eMJ2OCyYm8I, IiW_g66ZKLA"
159.65348029136658,7,2,12:02:28,12:05:08,"thKIMvIm2_4, bwkcrK1wahU"
112.72392392158508,8,2,13:17:08,13:19:00,"zrIDw5iR2x0, Hf-qvkreCzQ"
93.3563916683197,9,1,13:34:22,13:35:56,42Q5M2Cqalw
119.55082035064697,12,4,14:56:22,14:58:22,"UNQ99CihGxg, 9yAxx9uPgkg, 97zni8O2UfY, lwbSPYxvcNk"
147.48587942123413,10,0,15:51:15,15:53:43,
101.59415602684021,6,6,17:53:59,17:55:40,"f5RJguGVO9E, _lLH_bVTE-0, C11RPqj7lAU, uv0IaXROkMc, QZIjk0fgT0Y, vuFkIy1rmLI"
86.8722984790802,6,1,19:00:34,19:02:01,IM8DsbwJl3I
198.15779829025269,17,9,20:04:29,20:07:47,"jyGBBua63Hc, fmCV6USJLqA, yOmHkZQfcik, am8kb7jzbXM, xhIpartjm6c, ZZTZV3RTRSU, mzwohWEsE-g, CSXuc_vOuOo, 3R-deV5y7MQ"
152.86407256126404,14,4,21:06:51,21:09:24,"7DfksRoAkKw, eB3gqF_qahs, gUTHq_-AbqQ, xOEV-sB9q3M"
169.98995423316956,17,5,22:15:13,22:18:03,"qA7u8yy7Ky8, wQ2Kr0JCqpE, J-QXVJ3Bkrw, FaKu89YZzv8, 6MFFsUA7wSQ"
129.0324568748474,12,5,23:15:19,23:17:28,"fj_LmKKEZPQ, ZJyCg6kko64, U2hLYg3_ass, ogaDhHRxlZE, qZK35L54Pio"
