Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
104.05396151542664,2,2,12:09:12,12:10:56,"z_8HJ9ilYM0, oSSeSivktnM"
48.9290611743927,2,0,13:29:41,13:30:29,
53.00490045547485,1,0,14:36:27,14:37:20,
174.47034120559692,0,0,16:23:09,16:26:03,
247.67994022369385,1,1,17:54:38,17:58:45,yVI1OSM7F98
49.25330185890198,1,0,18:05:02,18:05:52,
101.68132615089417,2,1,19:17:19,19:19:00,7XcGmTzt5Do
124.98663306236267,4,2,20:15:46,20:17:51,"N0Q3ybJ6riQ, 4S9tkQ8tNys"
56.92309355735779,4,0,20:33:05,20:34:02,
117.8248872756958,4,1,21:10:46,21:12:43,CDn7a9_aoCw
116.5837812423706,4,2,21:40:48,21:42:45,"e9kKmZiJ0w4, 9YamQv1QPqY"
120.88622975349426,7,3,22:15:04,22:17:05,"h3r1R08NwhE, LIzGRI3Cfzs, Ryd6OR1jePc"
