Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
40.16586232185364,5,5,16:43:11,16:43:51,"7trNsm0uzG0,m74RaTN4sBU,PdfjTERCqvU,O_e_XLoOneA,NgsnYZio0ok",8.078686237335205
39.6826536655426,4,0,16:50:36,16:51:16,"7trNsm0uzG0,m74RaTN4sBU,PdfjTERCqvU,O_e_XLoOneA",9.545420169830322
25.38089942932129,4,0,16:52:50,16:53:15,"O_e_XLoOneA,PdfjTERCqvU,m74RaTN4sBU,7trNsm0uzG0",4.0606794357299805
31.70176076889038,5,1,17:10:26,17:10:58,"m74RaTN4sBU,7trNsm0uzG0,XMJeULblZlQ,PdfjTERCqvU,O_e_XLoOneA",2.1878724098205566
40.078463315963745,6,4,19:15:30,19:16:10,"BDAV3B9pEhM,00zXVSEvM6A,m74RaTN4sBU,XMJeULblZlQ,NjONCP-pnx8,-iphcoVmFQ8",2.6718153953552246
29.778642416000366,5,3,20:19:18,20:19:47,"cbtRhvaZAMQ,w282Sx48La4,-iphcoVmFQ8,00zXVSEvM6A,nDx035D2Sg8",4.415709733963013
27.89310121536255,4,1,20:49:47,20:50:15,"cbtRhvaZAMQ,00zXVSEvM6A,nDx035D2Sg8,w282Sx48La4",4.285025119781494
55.88585901260376,8,4,21:01:00,21:01:56,"cbtRhvaZAMQ,U3n5cFdceA4,00zXVSEvM6A,oIDg7AHmpfg,4naZKZHI89g,w282Sx48La4,nDx035D2Sg8,XXz7kXo4E6Y",4.511847972869873
86.15310215950012,16,8,21:19:29,21:20:55,"w282Sx48La4,YYUKHoPJdIc,e8llAEWyvxI,yeNOMpQEeEo,XXz7kXo4E6Y,nDx035D2Sg8,b2Smfeib2aY,-VkATJm-Xj4,HmoPu7ODq5s,00zXVSEvM6A,oIDg7AHmpfg,mC3p_4JkRLM,U3n5cFdceA4,vRuY4T9YyZc,4naZKZHI89g,cbtRhvaZAMQ",6.692261457443237
12.238411664962769,,,23:05:16,23:05:28,,
0.2343738079071045,,,23:07:49,23:07:49,,
66.89564251899719,17,7,23:09:03,23:10:09,"-VkATJm-Xj4,5edGqtIaKrY,e8llAEWyvxI,4naZKZHI89g,b2Smfeib2aY,vRuY4T9YyZc,NzXT-tCaZ60,GNDsLILX1iI,-bKa7kWSTG0,1PDessY2S9w,oIDg7AHmpfg,G0-83a-rQgo,tv3FKQ1LZew,yeNOMpQEeEo,HmoPu7ODq5s,nDx035D2Sg8,mC3p_4JkRLM",4.098772764205933
