Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked,Check streamers time
62.986146688461304,5,5,09:14:50,09:15:53,"Ga2KFMAfaS8,P2lbTWEHIvI,xxspLx0GcOw,QN48rmu1-9w,Yp-GmBhidQY",8.087029933929443
76.98401308059692,5,1,09:52:25,09:53:42,"P2lbTWEHIvI,Yp-GmBhidQY,xxspLx0GcOw,QN48rmu1-9w,Ga2KFMAfaS8",8.458993434906006
48.24026346206665,8,4,11:41:22,11:42:11,"TZ7jo7ceoC8,P2lbTWEHIvI,Yp-GmBhidQY,QwSdbFOPhz4,ggUgiyjiM90,o2WbsPYgl4I,5OgO3PDI3ko,4_1lGvycGzI",5.832198143005371
54.14228343963623,11,3,12:01:59,12:02:53,"zwSPBv7W2HI,5OgO3PDI3ko,Yp-GmBhidQY,P2lbTWEHIvI,6YDAk8x9Xz0,o2WbsPYgl4I,TZ7jo7ceoC8,JjHTGgQDzyE,4_1lGvycGzI,QwSdbFOPhz4,ggUgiyjiM90",10.286401271820068
57.15607786178589,9,1,12:13:34,12:14:31,"ggUgiyjiM90,P2lbTWEHIvI,QwSdbFOPhz4,4_1lGvycGzI,6YDAk8x9Xz0,o2WbsPYgl4I,Yp-GmBhidQY,JjHTGgQDzyE,zwSPBv7W2HI",7.801331520080566
146.96669006347656,9,6,15:06:55,15:09:22,"Q0THd99sQ8I,vl2Ml5Z55lE,nuTqtz2jt-I,8dCAgdVMUps,Ba3HBUDXMZA,UCnvonpFIXE,6YDAk8x9Xz0,zwSPBv7W2HI,3_y3QpIDcks",5.316715240478516
58.46383047103882,9,3,16:21:23,16:22:22,"2nerB6p2dEI,nuTqtz2jt-I,6YDAk8x9Xz0,Ba3HBUDXMZA,UCnvonpFIXE,zwSPBv7W2HI,Q0THd99sQ8I,DgHX0lpIONQ,vl2Ml5Z55lE",6.084028720855713
41.888932943344116,6,3,17:20:52,17:21:33,"-JXMMRFzgfw,Mf70bFW85vU,6YDAk8x9Xz0,zwSPBv7W2HI,JZ0iZSoL1tI,Ba3HBUDXMZA",4.212433099746704
40.91728711128235,6,6,19:30:47,19:31:28,"jKwIlp0Uy1g,amf4Zf8WGBM,3FUnEKI0Bww,Mf70bFW85vU,-JXMMRFzgfw,_qqd8XuHnUA",5.078478574752808
73.22862362861633,9,8,21:47:08,21:48:22,"YBZy6AKCf6I,3FUnEKI0Bww,vyfJw1B2wdM,ljUUG0zpYj8,SdeKPpHKLKw,lV1zKMHxTNo,dWIvUKeqFWc,UlYxSlx0EfM,CQpPqKQbki4",11.094492435455322
86.630859375,15,10,22:25:47,22:27:14,"hVRaAMVfn-c,ljUUG0zpYj8,-OGTEXkHqLk,UlYxSlx0EfM,SdeKPpHKLKw,gJws-D71YpI,dWIvUKeqFWc,CQpPqKQbki4,CSgty3WFZkc,_cv1CwIkGxQ,YBZy6AKCf6I,eSNeUh5iVc0,vyfJw1B2wdM,lV1zKMHxTNo,PLgakpifB7U",17.287275791168213
