Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
46.92078471183777,1,0,04:35:25,04:36:12,
92.13789343833923,1,1,06:12:22,06:13:55,usT_PYdvwms
57.562628507614136,1,0,07:10:43,07:11:41,
95.7046709060669,1,1,08:41:56,08:43:32,Y3vtQd_AVg8
196.10850262641907,4,4,11:04:58,11:08:14,"FdiomI8zPXI, UF2arDlpL1c, quf66yb4Eek, ER1DF2IhKsw"
196.0206422805786,5,4,12:42:23,12:45:39,"kocBlkbWST4, IGhHyeYUCEw, zhcb7kvD_34, _QaUJHF01lk"
176.05511736869812,6,1,13:06:44,13:09:41,Q7v_-zZYqas
267.7549777030945,5,4,14:50:39,14:55:06,"GXQyX3bFcaw, csURFXLdr0U, SdEWAcLLhJE, XI_ZcoXvWuw"
136.3347623348236,4,4,16:32:21,16:34:38,"RWNbIeR3xJg, laR4sw4g7y8, RgqnVNAgA-U, 4Q-g-hV_Dic"
125.63949203491211,6,2,17:19:44,17:21:50,"UxHnRVQYNvU, e1ORAwLah54"
107.00508618354797,5,3,18:56:45,18:58:32,"oD7LHJWagBs, chGuSXfIIxQ, cyj-YPPm5Zk"
119.0633111000061,5,3,19:19:55,19:21:54,"5On0iHNXmUs, uEd35T6nBsA, iBrZ7Novl-g"
241.59395790100098,11,9,20:47:17,20:51:18,"DYdUBr1f1EM, YiS-Uo2krN0, 1ycuj17jPzs, mGZCc-hefAs, Yzi0gtHPAE8, qI-XuBMxRWc, 3RU87PW-GT8, H2uHzHp8sMs, MXSooFg7vKc"
231.58296513557434,20,9,21:26:34,21:30:26,"eXSfBenVFJk, az3YDI9eWVk, acvm7iTYcXQ, PODD5AbaoYI, iug4yAQjb_I, -EhvC4BDCJE, B9bp9x9SH7c, R9qmF3ZnatA, _LTMSLTmx_8"
188.92946100234985,24,6,22:04:28,22:07:37,"Cp0TOwaivkc, ro_mQb0whz0, KI31dbSHcm0, XxNL6g1D6GQ, MGW1r9FSDoU, ijakcmlgAo8"
209.73618245124817,20,4,23:04:37,23:08:07,"PVAXh0EyiAA, _uZZenl5Jmk, 8l6NbM6l4vo, 2qwVzZkulIA"
