Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
122.44393587112427,2,2,12:31:08,12:33:10,"7kl56uS00qI, _8X4cvg7N7M"
158.99496340751648,4,4,17:20:48,17:23:27,"RQ0zVegRnDo, 0v5HDaaCN_A, 7gSNBeCD2cU, 6tYvrtTQQTs"
150.25252032279968,8,4,18:07:46,18:10:16,"Ab_NZtELtpA, fbnk6Iccr9I, L80-i45XAKY, g0EEjWeP5_o"
61.541921854019165,7,0,18:13:09,18:14:11,
216.1057014465332,10,4,19:01:53,19:05:29,"vMDk323WQQo, XgWEd5JcS-U, OR1Epbc_NNE, WeEDqsGo6jU"
76.26434659957886,6,0,20:48:10,20:49:27,
205.18252778053284,12,8,21:40:13,21:43:38,"qWetncnJG_M, OAAMQcRFfNk, NPqY2Yr_vdo, r2oI2xI2o2s, DP46TaaGXNs, EXvtEQpg_vI, _rZmnzh_cAE, gDVALEs8UOQ"
141.5060098171234,16,4,22:09:01,22:11:23,"-nfI3VgrbL0, RKrS66iRGS8, -YyR5TV3hpE, ytfWN6d7wdc"
170.52618765830994,17,2,22:18:28,22:21:18,"p6t8UCrmuqs, JsMa2Hu9TG4"
125.5774359703064,14,4,23:36:25,23:38:30,"7J8hZuBz54g, jnj1TjPbVeI, aAYRdTNkaXs, BGQXsx7-tLg"
