Time elapsed,No. of active streams,No. of to-be-liked streams,Time Started,Time Ended,Streams liked
132.0815556049347,2,2,16:43:01,16:45:13,"oNWPFzsUYD8, BBMz5JoyxoE"
107.67859625816345,3,2,17:09:05,17:10:53,"5iH0vffPDVY, dgM9Cb_TJxE"
159.65112233161926,4,3,18:58:03,19:00:42,"gGggU1z83lk, PyiDtgqhK-0, 6Tpy0k1Pj3Y"
125.22890210151672,5,2,19:32:09,19:34:15,"bFjm2-p314c, 1ubc3AC5orc"
61.32383632659912,5,0,19:52:07,19:53:08,
129.50670504570007,6,2,20:10:30,20:12:39,"hMgfpi3pn7Y, SIFvxWhwfGk"
115.86268162727356,3,1,20:53:22,20:55:18,skeC80CGejI
125.00859761238098,5,4,21:01:30,21:03:35,"yWaonILkd1g, 86iYBrMCffI, -T2_IX_0fyg, -onvzs5ev0g"
109.2024347782135,6,2,21:03:46,21:05:35,"T5wFlLYS-hc, Y1vkRVfgqbo"
247.28303217887878,7,3,21:12:45,21:16:52,"q0q7I6mzr3Y, qFmxXpNBjEE, vjst3mGWUA0"
102.52172517776489,6,1,21:27:14,21:28:57,-I0MJH1rln4
87.79607009887695,12,2,21:33:57,21:35:25,"-I0MJH1rln4, cWcDyQsqmRI"
123.75179147720337,20,4,21:40:25,21:42:28,"-I0MJH1rln4, cWcDyQsqmRI, cWcDyQsqmRI, dW23uFK9MvY, vsdV79rft6c"
122.39450693130493,27,4,21:47:28,21:49:31,"-I0MJH1rln4, cWcDyQsqmRI, cWcDyQsqmRI, dW23uFK9MvY, vsdV79rft6c, cWcDyQsqmRI, dW23uFK9MvY, vsdV79rft6c"
139.0108573436737,34,5,21:54:31,21:56:50,"-I0MJH1rln4, cWcDyQsqmRI, cWcDyQsqmRI, dW23uFK9MvY, vsdV79rft6c, cWcDyQsqmRI, dW23uFK9MvY, vsdV79rft6c, cWcDyQsqmRI, Hkok9y1ZQDk, vsdV79rft6c"
160.64141702651978,12,7,22:06:45,22:09:25,"vC8hK8JOqhI, JLgN-F-9eQc, VnKH7xC49Qw, IA6vJg0Rl14, lbbRRPTMkuc, Y6Mf4MC5Tyw, YvpuFhHF2ZU"
116.9251651763916,13,1,22:25:23,22:27:20,rG0mRyPLQ6A
118.06152629852295,14,1,22:32:58,22:34:56,0lNFmvFmJxw
116.85373187065125,10,2,23:08:23,23:10:20,"wEWPOl5ctAM, uhZYeUC9M-g"
124.89963984489441,11,2,23:15:48,23:17:53,"fKVEiEtt92Y, pJT0eA2A358"
112.93111562728882,10,2,23:41:38,23:43:31,"_jIFARu7zTU, d1-QLY4xzns"
